Date,Price
2008:05:07,8482.31
2008:05:08,8504.50
2008:05:09,8437.48
2008:05:12,8499.43
2008:05:13,8477.71
2008:05:14,8520.61
2008:05:15,8596.46
2008:05:16,8617.91
2008:05:19,8639.60
2008:05:20,8555.06
2008:05:21,8428.98
2008:05:22,8453.45
2008:05:23,8335.78
2008:05:26,NA
2008:05:27,8369.21
2008:05:28,8409.61
2008:05:29,8450.59
2008:05:30,8450.02
2008:06:02,8364.29
2008:06:03,8308.97
2008:06:04,8281.63
2008:06:05,8452.18
2008:06:06,8194.79
2008:06:09,8213.65
2008:06:10,8201.94
2008:06:11,8084.96
2008:06:12,8097.01
2008:06:13,8199.24
2008:06:16,8184.34
2008:06:17,8139.82
2008:06:18,8069.47
2008:06:19,8067.72
2008:06:20,7927.80
2008:06:23,7953.97
2008:06:24,7936.21
2008:06:25,7963.67
2008:06:26,7748.46
2008:06:27,7706.31
2008:06:30,7740.32
2008:07:01,7774.64
2008:07:02,7652.77
2008:07:03,7679.43
2008:07:04,NA
2008:07:07,7598.42
2008:07:08,7712.71
2008:07:09,7560.79
2008:07:10,7609.58
2008:07:11,7525.93
2008:07:14,7473.38
2008:07:15,7357.59
2008:07:16,7528.91
2008:07:17,7618.54
2008:07:18,7660.00
2008:07:21,7673.65
2008:07:22,7780.91
2008:07:23,7801.48
2008:07:24,7637.06
2008:07:25,7648.58
2008:07:28,7502.58
2008:07:29,7667.86
2008:07:30,7830.83
2008:07:31,7701.68
2008:08:01,7676.18
2008:08:04,7604.59
2008:08:05,7811.17
2008:08:06,7825.93
2008:08:07,7668.72
2008:08:08,7836.44
2008:08:11,7882.72
2008:08:12,7779.58
2008:08:13,7758.10
2008:08:14,7784.04
2008:08:15,7813.64
2008:08:18,7699.46
2008:08:19,7646.64
2008:08:20,7714.32
2008:08:21,7749.39
2008:08:22,7830.69
2008:08:25,7680.48
2008:08:26,7716.50
2008:08:27,7772.19
2008:08:28,7891.00
2008:08:29,7798.36
2008:09:01,NA
2008:09:02,7773.87
2008:09:03,7778.77
2008:09:04,7551.79
2008:09:05,7594.21
2008:09:08,7777.55
2008:09:09,7511.27
2008:09:10,7560.36
2008:09:11,7659.06
2008:09:12,7664.51
2008:09:15,7268.79
2008:09:16,7423.24
2008:09:17,7093.93
2008:09:18,7394.41
2008:09:19,7736.69
2008:09:22,7469.47
2008:09:23,7343.90
2008:09:24,7325.77
2008:09:25,7489.06
2008:09:26,7516.13
2008:09:29,6884.15
2008:09:30,7259.07
2008:10:01,7271.19
2008:10:02,7015.97
2008:10:03,6913.40
2008:10:06,6661.84
2008:10:07,6280.77
2008:10:08,6209.44
2008:10:09,5713.37
2008:10:10,5631.13
2008:10:13,6267.00
2008:10:14,6290.03
2008:10:15,5735.10
2008:10:16,5969.40
2008:10:17,5914.77
2008:10:20,6214.78
2008:10:21,6058.99
2008:10:22,5686.36
2008:10:23,5800.60
2008:10:24,5591.83
2008:10:27,5420.50
2008:10:28,5990.11
2008:10:29,5916.57
2008:10:30,6062.50
2008:10:31,6168.09
2008:11:03,6156.41
2008:11:04,6407.91
2008:11:05,6080.40
2008:11:06,5779.11
2008:11:07,5950.07
2008:11:10,5904.31
2008:11:11,5791.96
2008:11:12,5500.67
2008:11:13,5873.06
2008:11:14,5651.50
2008:11:17,5515.60
2008:11:18,5595.27
2008:11:19,5275.33
2008:11:20,4907.76
2008:11:21,5215.11
2008:11:24,5536.09
2008:11:25,5586.66
2008:11:26,5763.87
2008:11:27,NA
2008:11:28,5835.42
2008:12:01,5324.98
2008:12:02,5545.14
2008:12:03,5687.51
2008:12:04,5528.14
2008:12:05,5700.13
2008:12:08,5913.64
2008:12:09,5752.99
2008:12:10,5801.72
2008:12:11,5674.45
2008:12:12,5689.06
2008:12:15,5636.00
2008:12:16,5897.76
2008:12:17,5843.64
2008:12:18,5714.24
2008:12:19,5712.80
2008:12:22,5635.15
2008:12:23,5583.14
2008:12:24,5618.97
2008:12:25,NA
2008:12:26,5648.45
2008:12:29,5646.10
2008:12:30,5761.50
2008:12:31,5836.61
2009:01:01,NA
2009:01:02,6000.97
2009:01:05,5954.22
2009:01:06,5969.26
2009:01:07,5823.06
2009:01:08,5818.17
2009:01:09,5711.37
2009:01:12,5591.13
2009:01:13,5601.67
2009:01:14,5436.18
2009:01:15,5412.09
2009:01:16,5432.16
2009:01:19,NA
2009:01:20,5171.88
2009:01:21,5382.52
2009:01:22,5335.64
2009:01:23,5351.29
2009:01:26,5376.14
2009:01:27,5425.93
2009:01:28,5583.53
2009:01:29,5419.81
2009:01:30,5317.38
2009:02:02,5298.79
2009:02:03,5380.43
2009:02:04,5327.58
2009:02:05,5398.83
2009:02:06,5536.95
2009:02:09,5543.57
2009:02:10,5280.81
2009:02:11,5318.13
2009:02:12,5319.58
2009:02:13,5259.46
2009:02:16,NA
2009:02:17,5038.07
2009:02:18,5035.59
2009:02:19,4998.05
2009:02:20,4913.42
2009:02:23,4757.92
2009:02:24,4934.10
2009:02:25,4885.69
2009:02:26,4833.63
2009:02:27,4705.06
2009:03:02,4486.75
2009:03:03,4452.29
2009:03:04,4545.01
2009:03:05,4363.20
2009:03:06,4395.34
2009:03:09,4363.80
2009:03:10,4614.57
2009:03:11,4611.17
2009:03:12,4801.88
2009:03:13,4840.98
2009:03:16,4851.68
2009:03:17,4989.96
2009:03:18,5075.97
2009:03:19,4994.98
2009:03:20,4903.41
2009:03:23,5235.07
2009:03:24,5136.58
2009:03:25,5197.85
2009:03:26,5282.67
2009:03:27,5185.09
2009:03:30,5020.52
2009:03:31,5068.95
2009:04:01,5155.21
2009:04:02,5273.16
2009:04:03,5306.58
2009:04:06,5268.65
2009:04:07,5161.93
2009:04:08,5201.96
2009:04:09,5371.09
2009:04:10,NA
2009:04:13,5382.80
2009:04:14,5274.60
2009:04:15,5354.04
2009:04:16,5404.79
2009:04:17,5427.83
2009:04:20,5213.78
2009:04:21,5298.93
2009:04:22,5229.60
2009:04:23,5285.37
2009:04:24,5342.79
2009:04:27,5309.57
2009:04:28,5306.44
2009:04:29,5412.76
2009:04:30,5390.34
2009:05:01,5432.48
2009:05:04,5614.76
2009:05:05,5594.56
2009:05:06,5710.79
2009:05:07,5669.03
2009:05:08,5807.46
2009:05:11,5677.72
2009:05:12,5708.12
2009:05:13,5591.41
2009:05:14,5628.49
2009:05:15,5562.32
2009:05:18,5708.70
2009:05:19,5684.17
2009:05:20,5663.27
2009:05:21,5582.01
2009:05:22,5575.84
2009:05:25,NA
2009:05:26,5695.40
2009:05:27,5577.62
2009:05:28,5665.18
2009:05:29,5735.16
2009:06:01,5851.30
2009:06:02,5867.24
2009:06:03,5791.70
2009:06:04,5847.70
2009:06:05,5832.47
2009:06:08,5836.65
2009:06:09,5840.55
2009:06:10,5822.47
2009:06:11,5868.77
2009:06:12,5884.54
2009:06:15,5754.80
2009:06:16,5681.76
2009:06:17,5663.12
2009:06:18,5727.09
2009:06:19,5724.71
2009:06:22,5568.38
2009:06:23,5587.98
2009:06:24,5601.03
2009:06:25,5713.66
2009:06:26,5706.53
2009:06:29,5766.30
2009:06:30,5712.78
2009:07:01,5735.57
2009:07:02,5585.07
2009:07:03,NA
2009:07:06,5602.77
2009:07:07,5509.58
2009:07:08,5498.06
2009:07:09,5512.28
2009:07:10,5479.13
2009:07:13,5615.72
2009:07:14,5644.66
2009:07:15,5794.51
2009:07:16,5836.52
2009:07:17,5835.23
2009:07:20,5887.67
2009:07:21,5916.29
2009:07:22,5896.49
2009:07:23,6019.41
2009:07:24,6054.78
2009:07:27,6070.89
2009:07:28,6045.20
2009:07:29,6023.45
2009:07:30,6086.41
2009:07:31,6096.19
2009:08:03,6174.76
2009:08:04,6192.72
2009:08:05,6188.22
2009:08:06,6160.09
2009:08:07,6219.48
2009:08:10,6211.64
2009:08:11,6132.57
2009:08:12,6193.03
2009:08:13,6231.76
2009:08:14,6189.78
2009:08:17,6060.06
2009:08:18,6111.89
2009:08:19,6162.00
2009:08:20,6222.76
2009:08:21,6333.17
2009:08:24,6341.05
2009:08:25,6348.51
2009:08:26,6353.44
2009:08:27,6368.70
2009:08:28,6339.40
2009:08:31,6301.93
2009:09:01,6172.19
2009:09:02,6156.12
2009:09:03,6203.08
2009:09:04,6274.18
2009:09:07,NA
2009:09:08,6325.67
2009:09:09,6361.19
2009:09:10,6419.07
2009:09:11,6409.33
2009:09:14,6436.78
2009:09:15,6439.50
2009:09:16,6534.00
2009:09:17,6524.77
2009:09:18,6539.37
2009:09:21,6511.60
2009:09:22,6561.12
2009:09:23,6497.77
2009:09:24,6448.21
2009:09:25,6415.50
2009:09:28,6512.62
2009:09:29,6498.98
2009:09:30,6474.26
2009:10:01,6329.85
2009:10:02,6312.45
2009:10:05,6405.34
2009:10:06,6491.79
2009:10:07,6513.43
2009:10:08,6556.81
2009:10:09,6592.68
2009:10:12,6629.47
2009:10:13,6608.33
2009:10:14,6724.20
2009:10:15,6748.93
2009:10:16,6694.72
2009:10:19,6750.66
2009:10:20,6713.10
2009:10:21,6642.06
2009:10:22,6713.58
2009:10:23,6618.11
2009:10:26,6526.85
2009:10:27,6537.86
2009:10:28,6445.01
2009:10:29,6577.76
2009:10:30,6393.22
2009:11:02,6437.74
2009:11:03,6451.65
2009:11:04,6467.53
2009:11:05,6579.63
2009:11:06,6600.31
2009:11:09,6738.12
2009:11:10,6748.86
2009:11:11,6776.66
2009:11:12,6706.91
2009:11:13,6733.01
2009:11:16,6830.51
2009:11:17,6842.61
2009:11:18,6854.99
2009:11:19,6780.12
2009:11:20,6768.81
2009:11:23,6859.13
2009:11:24,6861.97
2009:11:25,6884.36
2009:11:26,NA
2009:11:27,6778.28
2009:11:30,6800.85
2009:12:01,6881.49
2009:12:02,6871.83
2009:12:03,6811.47
2009:12:04,6831.18
2009:12:07,6813.28
2009:12:08,6737.84
2009:12:09,6762.70
2009:12:10,6795.21
2009:12:11,6821.31
2009:12:14,6849.13
2009:12:15,6812.66
2009:12:16,6813.42
2009:12:17,6732.50
2009:12:18,6753.28
2009:12:21,6815.14
2009:12:22,6829.53
2009:12:23,6830.73
2009:12:24,6855.25
2009:12:25,NA
2009:12:28,6867.16
2009:12:29,6859.57
2009:12:30,6861.09
2009:12:31,6799.66
2010:01:01,NA
2010:01:04,6912.80
2010:01:05,6936.04
2010:01:06,6952.96
2010:01:07,6992.11
2010:01:08,7003.04
2010:01:11,7025.08
2010:01:12,6973.32
2010:01:13,7020.02
2010:01:14,7034.11
2010:01:15,6962.62
2010:01:18,NA
2010:01:19,7037.31
2010:01:20,6976.68
2010:01:21,6826.79
2010:01:22,6697.56
2010:01:25,6725.86
2010:01:26,6692.76
2010:01:27,6726.59
2010:01:28,6673.76
2010:01:29,6627.83
2010:02:01,6721.05
2010:02:02,6811.11
2010:02:03,6765.99
2010:02:04,6560.06
2010:02:05,6563.00
2010:02:08,6507.36
2010:02:09,6590.68
2010:02:10,6582.58
2010:02:11,6643.47
2010:02:12,6616.55
2010:02:15,NA
2010:02:16,6735.81
2010:02:17,6763.51
2010:02:18,6803.20
2010:02:19,6811.80
2010:02:22,6805.25
2010:02:23,6729.92
2010:02:24,6793.23
2010:02:25,6767.88
2010:02:26,6776.50
2010:03:01,6824.82
2010:03:02,6840.97
2010:03:03,6844.42
2010:03:04,6869.61
2010:03:05,6956.26
2010:03:08,6951.02
2010:03:09,6961.75
2010:03:10,6986.55
2010:03:11,7019.98
2010:03:12,7016.67
2010:03:15,7032.66
2010:03:16,7081.67
2010:03:17,7118.83
2010:03:18,7119.20
2010:03:19,7088.37
2010:03:22,7115.78
2010:03:23,7170.72
2010:03:24,7129.61
2010:03:25,7119.75
2010:03:26,7127.17
2010:03:29,7164.58
2010:03:30,7155.18
2010:03:31,7139.59
2010:04:01,7198.16
2010:04:02,NA
2010:04:05,7238.97
2010:04:06,7245.61
2010:04:07,7204.85
2010:04:08,7235.96
2010:04:09,7278.87
2010:04:12,7294.49
2010:04:13,7291.21
2010:04:14,7364.82
2010:04:15,7366.42
2010:04:16,7247.54
2010:04:19,7291.81
2010:04:20,7340.58
2010:04:21,7311.81
2010:04:22,7300.82
2010:04:23,7350.38
2010:04:26,7310.91
2010:04:27,7147.61
2010:04:28,7209.58
2010:04:29,7286.58
2010:04:30,7178.80
2010:05:03,7259.69
2010:05:04,7115.11
2010:05:05,7070.88
2010:05:06,6844.21
2010:05:07,6768.74
2010:05:10,7030.41
2010:05:11,7005.70
2010:05:12,7081.38
2010:05:13,7002.14
2010:05:14,6879.29
2010:05:17,6877.53
2010:05:18,6785.72
2010:05:19,6764.01
2010:05:20,6514.01
2010:05:21,6613.41
2010:05:24,6517.18
2010:05:25,6511.73
2010:05:26,6477.55
2010:05:27,6671.93
2010:05:28,6581.82
2010:05:31,NA
2010:06:01,6470.93
2010:06:02,6628.29
2010:06:03,6640.96
2010:06:04,6431.29
2010:06:07,6359.02
2010:06:08,6452.77
2010:06:09,6406.36
2010:06:10,6587.32
2010:06:11,6602.79
2010:06:14,6579.68
2010:06:15,6716.02
2010:06:16,6711.88
2010:06:17,6723.47
2010:06:18,6738.98
2010:06:21,6728.62
2010:06:22,6624.02
2010:06:23,6603.12
2010:06:24,6499.51
2010:06:25,6514.90
2010:06:28,6500.41
2010:06:29,6328.06
2010:06:30,6275.57
2010:07:01,6253.73
2010:07:02,6227.59
2010:07:05,NA
2010:07:06,6263.43
2010:07:07,6458.87
2010:07:08,6529.39
2010:07:09,6574.30
2010:07:12,6578.22
2010:07:13,6675.04
2010:07:14,6667.21
2010:07:15,6673.31
2010:07:16,6491.94
2010:07:19,6515.91
2010:07:20,6579.42
2010:07:21,6507.58
2010:07:22,6638.89
2010:07:23,6689.19
2010:07:26,6763.33
2010:07:27,6775.44
2010:07:28,6735.90
2010:07:29,6715.02
2010:07:30,6714.17
2010:08:02,6865.24
2010:08:03,6846.10
2010:08:04,6877.99
2010:08:05,6872.92
2010:08:06,6847.07
2010:08:09,6875.99
2010:08:10,6851.05
2010:08:11,6673.40
2010:08:12,6650.43
2010:08:13,6628.45
2010:08:16,6625.49
2010:08:17,6693.83
2010:08:18,6701.71
2010:08:19,6590.18
2010:08:20,6554.25
2010:08:23,6542.39
2010:08:24,6457.26
2010:08:25,6467.76
2010:08:26,6422.34
2010:08:27,6528.96
2010:08:30,6438.61
2010:08:31,6449.08
2010:09:01,6630.30
2010:09:02,6678.39
2010:09:03,6760.36
2010:09:06,NA
2010:09:07,6686.53
2010:09:08,6725.12
2010:09:09,6765.06
2010:09:10,6800.99
2010:09:13,6858.44
2010:09:14,6848.50
2010:09:15,6869.24
2010:09:16,6867.72
2010:09:17,6859.48
2010:09:20,6957.33
2010:09:21,6947.50
2010:09:22,6922.46
2010:09:23,6856.25
2010:09:24,6987.07
2010:09:27,6946.54
2010:09:28,6977.53
2010:09:29,6958.96
2010:09:30,6935.66
2010:10:01,6980.40
2010:10:04,6933.96
2010:10:05,7067.15
2010:10:06,7089.79
2010:10:07,7070.64
2010:10:08,7106.51
2010:10:11,7106.27
2010:10:12,7127.15
2010:10:13,7172.55
2010:10:14,7143.82
2010:10:15,7110.51
2010:10:18,7174.00
2010:10:19,7057.86
2010:10:20,7135.92
2010:10:21,7148.31
2010:10:22,7155.14
2010:10:25,7168.79
2010:10:26,7169.28
2010:10:27,7136.45
2010:10:28,7145.14
2010:10:29,7140.42
2010:11:01,7143.42
2010:11:02,7188.35
2010:11:03,7222.74
2010:11:04,7375.46
2010:11:05,7413.41
2010:11:08,7398.04
2010:11:09,7344.82
2010:11:10,7379.25
2010:11:11,7362.82
2010:11:12,7284.84
2010:11:15,7283.67
2010:11:16,7173.44
2010:11:17,7162.45
2010:11:18,7273.12
2010:11:19,7293.53
2010:11:22,7258.29
2010:11:23,7159.79
2010:11:24,7246.66
2010:11:25,NA
2010:11:26,7182.79
2010:11:29,7186.04
2010:11:30,7151.90
2010:12:01,7309.56
2010:12:02,7400.06
2010:12:03,7420.56
2010:12:06,7409.29
2010:12:07,7415.38
2010:12:08,7449.13
2010:12:09,7483.97
2010:12:10,7526.99
2010:12:13,7541.32
2010:12:14,7547.38
2010:12:15,7508.31
2010:12:16,7544.91
2010:12:17,7544.67
2010:12:20,7555.38
2010:12:21,7601.05
2010:12:22,7637.31
2010:12:23,7633.29
2010:12:24,NA
2010:12:27,7636.83
2010:12:28,7651.31
2010:12:29,7660.30
2010:12:30,7649.43
2010:12:31,7658.57
2011:01:03,7737.22
2011:01:04,7742.52
2011:01:05,7780.72
2011:01:06,7757.03
2011:01:07,7740.16
2011:01:10,7722.20
2011:01:11,7753.97
2011:01:12,7831.81
2011:01:13,7812.52
2011:01:14,7876.80
2011:01:17,NA
2011:01:18,7871.94
2011:01:19,7802.77
2011:01:20,7808.42
2011:01:21,7854.72
2011:01:24,7883.95
2011:01:25,7879.76
2011:01:26,7905.57
2011:01:27,7906.94
2011:01:28,7788.41
2011:01:31,7846.65
2011:02:01,7988.46
2011:02:02,7966.99
2011:02:03,7982.11
2011:02:04,7984.92
2011:02:07,8035.98
2011:02:08,8070.72
2011:02:09,8048.31
2011:02:10,8055.60
2011:02:11,8098.76
2011:02:14,8128.06
2011:02:15,8101.27
2011:02:16,8147.32
2011:02:17,8177.20
2011:02:18,8194.51
2011:02:21,NA
2011:02:22,8053.16
2011:02:23,8019.07
2011:02:24,7991.55
2011:02:25,8056.38
2011:02:28,8112.30
2011:03:01,7995.84
2011:03:02,8003.04
2011:03:03,8136.20
2011:03:04,8068.03
2011:03:07,8014.03
2011:03:08,8093.35
2011:03:09,8089.50
2011:03:10,7933.75
2011:03:11,7984.33
2011:03:14,7933.88
2011:03:15,7848.64
2011:03:16,7689.65
2011:03:17,7806.98
2011:03:18,7850.66
2011:03:21,7961.24
2011:03:22,7936.38
2011:03:23,7957.16
2011:03:24,8016.74
2011:03:25,8042.57
2011:03:28,8035.80
2011:03:29,8085.01
2011:03:30,8140.02
2011:03:31,8120.08
2011:04:01,8162.74
2011:04:04,8177.82
2011:04:05,8180.60
2011:04:06,8203.41
2011:04:07,8190.14
2011:04:08,8170.17
2011:04:11,8145.98
2011:04:12,8080.15
2011:04:13,8064.48
2011:04:14,8070.96
2011:04:15,8108.46
2011:04:18,8018.83
2011:04:19,8069.82
2011:04:20,8151.70
2011:04:21,8186.77
2011:04:22,NA
2011:04:25,8163.35
2011:04:26,8238.75
2011:04:27,8293.93
2011:04:28,8325.01
2011:04:29,8351.92
2011:05:02,8335.24
2011:05:03,8316.23
2011:05:04,8250.17
2011:05:05,8147.94
2011:05:06,8179.93
2011:05:09,8215.51
2011:05:10,8270.48
2011:05:11,8173.58
2011:05:12,8211.43
2011:05:13,8154.00
2011:05:16,8122.27
2011:05:17,8121.17
2011:05:18,8181.10
2011:05:19,8194.77
2011:05:20,8132.04
2011:05:23,8045.29
2011:05:24,8054.84
2011:05:25,8079.91
2011:05:26,8101.06
2011:05:27,8134.89
2011:05:30,8134.89
2011:05:31,8215.35
2011:06:01,8035.63
2011:06:02,8019.62
2011:06:03,7961.45
2011:06:06,7872.87
2011:06:07,7856.96
2011:06:08,7846.90
2011:06:09,7915.96
2011:06:10,7815.45
2011:06:13,7831.37
2011:06:14,7916.68
2011:06:15,7782.05
2011:06:16,7809.28
2011:06:17,7835.55
2011:06:20,7870.86
2011:06:21,7952.78
2011:06:22,7905.20
2011:06:23,7861.88
2011:06:24,7772.47
2011:06:27,7833.72
2011:06:28,7931.28
2011:06:29,8013.49
2011:06:30,8091.99
2011:07:01,8199.80
2011:07:04,NA
2011:07:05,8185.58
2011:07:06,8194.04
2011:07:07,8270.18
2011:07:08,8216.00
2011:07:11,8078.87
2011:07:12,8040.06
2011:07:13,8070.34
2011:07:14,8041.54
2011:07:15,8059.92
2011:07:18,7998.63
2011:07:19,8110.97
2011:07:20,8115.91
2011:07:21,8246.55
2011:07:22,8237.32
2011:07:25,8184.47
2011:07:26,8138.59
2011:07:27,7995.87
2011:07:28,7963.13
2011:07:29,7898.12
2011:08:01,7879.57
2011:08:02,7696.15
2011:08:03,7729.39
2011:08:04,7369.98
2011:08:05,7385.69
2011:08:08,6914.95
2011:08:09,7216.70
2011:08:10,6885.70
2011:08:11,7193.33
2011:08:12,7228.88
2011:08:15,7400.37
2011:08:16,7331.47
2011:08:17,7361.41
2011:08:18,7062.02
2011:08:19,6960.50
2011:08:22,6955.54
2011:08:23,7172.03
2011:08:24,7269.63
2011:08:25,7172.76
2011:08:26,7249.51
2011:08:29,7435.79
2011:08:30,7445.11
2011:08:31,7480.07
2011:09:01,7394.02
2011:09:02,7212.95
2011:09:05,NA
2011:09:06,7148.15
2011:09:07,7343.94
2011:09:08,7257.99
2011:09:09,7060.98
2011:09:12,7098.84
2011:09:13,7145.85
2011:09:14,7235.91
2011:09:15,7369.63
2011:09:16,7400.27
2011:09:19,7305.45
2011:09:20,7305.86
2011:09:21,7085.19
2011:09:22,6853.35
2011:09:23,6880.95
2011:09:26,7060.84
2011:09:27,7140.59
2011:09:28,6998.56
2011:09:29,7097.79
2011:09:30,6935.01
2011:10:03,6747.51
2011:10:04,6885.25
2011:10:05,6999.30
2011:10:06,7126.19
2011:10:07,7080.14
2011:10:10,7312.61
2011:10:11,7301.59
2011:10:12,7378.62
2011:10:13,7328.07
2011:10:14,7452.54
2011:10:17,7303.62
2011:10:18,7455.63
2011:10:19,7382.02
2011:10:20,7427.85
2011:10:21,7563.06
2011:10:24,7629.48
2011:10:25,7487.66
2011:10:26,7594.33
2011:10:27,7858.72
2011:10:28,7866.39
2011:10:31,7648.16
2011:11:01,7433.76
2011:11:02,7561.27
2011:11:03,7697.36
2011:11:04,7644.05
2011:11:07,7701.09
2011:11:08,7800.75
2011:11:09,7522.10
2011:11:10,7603.28
2011:11:11,7746.69
2011:11:14,7672.24
2011:11:15,7690.34
2011:11:16,7572.52
2011:11:17,7467.26
2011:11:18,7476.67
2011:11:21,7333.69
2011:11:22,7292.31
2011:11:23,7139.38
2011:11:24,NA
2011:11:25,7124.82
2011:11:28,7319.15
2011:11:29,7361.44
2011:11:30,7691.28
2011:12:01,7662.74
2011:12:02,7669.27
2011:12:05,7742.02
2011:12:06,7768.11
2011:12:07,7801.69
2011:12:08,7634.06
2011:12:09,7765.06
2011:12:12,7643.67
2011:12:13,7595.19
2011:12:14,7520.70
2011:12:15,7557.19
2011:12:16,7577.50
2011:12:19,7491.05
2011:12:20,7706.88
2011:12:21,7750.17
2011:12:22,7814.43
2011:12:23,7889.51
2011:12:26,NA
2011:12:27,7875.63
2011:12:28,7780.52
2011:12:29,7870.03
2011:12:30,7835.74
2012:01:02,NA
2012:01:03,7959.65
2012:01:04,7957.81
2012:01:05,7964.95
2012:01:06,7933.93
2012:01:09,7967.08
2012:01:10,8029.45
2012:01:11,8030.85
2012:01:12,8038.12
2012:01:13,7997.88
2012:01:16,NA
2012:01:17,8016.05
2012:01:18,8093.95
2012:01:19,8124.53
2012:01:20,8150.80
2012:01:23,8149.14
2012:01:24,8135.67
2012:01:25,8189.35
2012:01:26,8144.21
2012:01:27,8119.27
2012:01:30,8097.65
2012:01:31,8086.29
2012:02:01,8153.82
2012:02:02,8157.93
2012:02:03,8268.74
2012:02:06,8271.53
2012:02:07,8289.60
2012:02:08,8300.51
2012:02:09,8294.77
2012:02:10,8236.48
2012:02:13,8289.71
2012:02:14,8277.15
2012:02:15,8235.72
2012:02:16,8321.55
2012:02:17,8351.14
2012:02:20,NA
2012:02:21,8361.31
2012:02:22,8342.67
2012:02:23,8369.75
2012:02:24,8377.74
2012:02:27,8392.08
2012:02:28,8419.08
2012:02:29,8377.86
2012:03:01,8427.56
2012:03:02,8404.80
2012:03:05,8393.01
2012:03:06,8254.11
2012:03:07,8309.88
2012:03:08,8381.54
2012:03:09,8400.08
2012:03:12,8410.76
2012:03:13,8565.59
2012:03:14,8542.12
2012:03:15,8596.79
2012:03:16,8610.23
2012:03:19,8638.01
2012:03:20,8607.43
2012:03:21,8584.38
2012:03:22,8519.58
2012:03:23,8554.67
2012:03:26,8662.59
2012:03:27,8620.39
2012:03:28,8586.24
2012:03:29,8571.91
2012:03:30,8625.19
2012:04:02,8675.41
2012:04:03,8633.73
2012:04:04,8552.99
2012:04:05,8534.90
2012:04:06,NA
2012:04:09,8437.31
2012:04:10,8294.89
2012:04:11,8358.94
2012:04:12,8470.49
2012:04:13,8370.06
2012:04:16,8398.38
2012:04:17,8518.19
2012:04:18,8483.18
2012:04:19,8439.30
2012:04:20,8463.80
2012:04:23,8394.63
2012:04:24,8453.31
2012:04:25,8524.92
2012:04:26,8584.28
2012:04:27,8594.96
2012:04:30,8571.70
2012:05:01,8631.48
2012:05:02,8597.50
2012:05:03,8535.75
2012:05:04,8423.97
2012:05:07,8428.11
2012:05:08,8395.57
2012:05:09,8318.90
2012:05:10,8360.78
2012:05:11,8319.50
2012:05:14,8225.16
2012:05:15,8183.04
2012:05:16,8170.16
2012:05:17,8079.63
2012:05:18,8033.06
2012:05:21,8110.45
2012:05:22,8123.04
2012:05:23,8128.15
2012:05:24,8160.43
2012:05:25,8132.53
2012:05:28,NA
2012:05:29,8213.15
2012:05:30,8092.04
2012:05:31,8084.15
2012:06:01,7903.33
2012:06:04,7891.26
2012:06:05,7928.57
2012:06:06,8114.97
2012:06:07,8130.23
2012:06:08,8191.03
2012:06:11,8106.73
2012:06:12,8201.89
2012:06:13,8164.88
2012:06:14,8269.41
2012:06:15,8345.30
2012:06:18,8330.07
2012:06:19,8406.24
2012:06:20,8386.60
2012:06:21,8212.29
2012:06:22,8264.52
2012:06:25,8147.86
2012:06:26,8183.41
2012:06:27,8265.89
2012:06:28,8257.04
2012:06:29,8447.51
2012:07:02,8461.79
2012:07:03,8506.33
2012:07:04,NA
2012:07:05,8451.22
2012:07:06,8385.72
2012:07:09,8374.58
2012:07:10,8316.74
2012:07:11,8332.12
2012:07:12,8306.51
2012:07:13,8444.37
2012:07:16,8429.52
